metric,,,curvature,curvature,curvature,second_order_coeff_x,second_order_coeff_x,second_order_coeff_x,second_order_coeff_y,second_order_coeff_y,second_order_coeff_y,second_order_coeff_z,second_order_coeff_z,second_order_coeff_z
summary,,,median,low,high,median,low,high,median,low,high,median,low,high
fish,date,condition,,,,,,,,,,,,
Greg,2020-11-10,floor,11.358897502660673,6.282699140048226,22.482721660549608,-0.00020693980064992419,-0.0003919494614685426,6.465052576364735e-05,6.502036220182747e-06,-0.00015124907870540277,0.00021765373775910413,-2.9722630569432428e-05,-0.00020778480392071318,0.00012700568800998033
Greg,2020-11-10,well,10.697666830442552,6.384030093779405,19.181596996677143,-6.523160951901267e-05,-0.00029175774036162814,0.000174550319248596,-4.3783059524705996e-05,-0.0002575649726762545,0.00014970208839060184,1.6766356628855365e-05,-0.00018120146067961373,0.0002516870510635511
Greg,2020-11-12,floor,13.330583123466,6.983392193041299,23.892632461933594,-0.00017788281391558475,-0.0004613044400310827,7.757792645620486e-05,9.854978211513669e-05,-0.00011598551759403618,0.00026065743978103344,7.687354183269264e-05,-9.015184971474203e-05,0.0003108002126165088
Greg,2020-11-12,well,12.47973810821582,6.881172385262577,24.03655895479787,-9.395548052356438e-05,-0.0003215146807266175,0.00017164859534124364,-6.953529520811852e-05,-0.0002970210106404505,0.00011999511112418716,-2.2894672570717055e-06,-0.0002786431957385646,0.00022378121943829836
Greg,2020-11-14,floor,10.187438384227882,5.714511874912189,20.523769909787678,-0.00011378060497622531,-0.00027845709141025563,0.00012117608602765797,4.077650518032008e-05,-0.00011872413109397373,0.000220332668156848,2.4369233247025044e-05,-0.00014540559685786146,0.00016451227722520548
Greg,2020-11-14,well,11.359497507713197,6.208144380171557,20.395538760355606,-0.00012508814268988056,-0.0003284103340214207,0.0001117552683328424,-0.00012129404459742963,-0.00028514217379067743,6.7088435641426e-05,6.6198485218409655e-06,-0.00022687782885048115,0.00019684287764063754
Greg,2020-11-16,floor,10.97913649867937,5.648984097803062,21.56241263261323,-0.00011044537442467009,-0.0003502792847237557,9.526243609251338e-05,-0.00010272975956128038,-0.0002978139291755027,7.905867572695729e-05,9.221447828236468e-05,-0.00014388087933705801,0.0002936581119583603
Greg,2020-11-16,well,8.911168554809125,4.663921820023967,18.418656155034213,-0.00017448651066832415,-0.0004455433669909684,7.498636631214237e-05,-2.353008111045198e-05,-0.00029799975285598916,0.00019636635760651887,2.745137165818591e-05,-0.00023464659259460905,0.0003134539344139991
Greg,2020-11-18,floor,13.645997692357945,7.278551308665105,24.78052225572602,-6.242187415709952e-05,-0.0003914711397524356,0.0001374570867444384,-0.00019707226488608048,-0.000440799497705288,0.00010218661816348481,-3.3712315422589935e-05,-0.00028529145916785046,0.00019407125891879632
Greg,2020-11-18,well,12.490906526875445,7.491181827637497,20.791531649037495,-0.00018913663120391359,-0.00043028431930070693,9.578512760716338e-05,-0.00016536836864352477,-0.00033539325709254085,1.9966754317818523e-05,-0.00022796115907628274,-0.0005171422248915408,0.0001021153329199432
Greg,2020-11-20,floor,12.688274913075816,6.665528079492892,24.249395055636867,-0.000172733554805684,-0.0003715151473236137,9.727464091434452e-05,-0.00014096798303975987,-0.0003255859808348622,4.572281738144574e-05,3.126227136134557e-05,-0.00020241791385092244,0.000212464117531253
Greg,2020-11-20,well,10.204159094342222,6.012840048086748,18.66473431155191,-0.00017743595909832727,-0.00039410292161609633,8.935861470385514e-05,2.9573439656972263e-05,-0.0002690066817508625,0.0002154493839651389,-3.650256502059297e-05,-0.00028759087082272123,0.0001946437461340508
Greg,2020-11-22,floor,9.963461013171596,5.641786247501213,18.45783832124651,-0.00021280627850783798,-0.00041225264343725145,4.5750665356125414e-05,-7.873770211917447e-05,-0.00026488168256120603,9.965286210388032e-05,-6.420890741589758e-05,-0.0002959235303065951,0.00016318275199223763
Greg,2020-11-22,well,11.84324218110896,6.456957168320514,19.68085293715484,-0.0002537247029941992,-0.0005018131728164227,2.3350801426019313e-05,-0.00012296120255216226,-0.00029954150314876485,5.860706349734957e-05,-4.343435967080722e-05,-0.0003341077225959973,0.00016624913137223453
